jlpt_level,jp,reading,meaning_ko,kind,is_active
N3,ところで,ところで,그런데; 설사,vocab,true
N3,とにかく,とにかく,"어쨌든, 어쨌든, 어쨌든",vocab,true
N3,とんでもない,とんでもない,"터무니없어, 절대 안돼!",vocab,true
N3,どうしても,どうしても,"어떤 대가를 치르더라도, 무슨 일이 있어도, 아무리 노력해도",vocab,true
N3,どうぞよろしく,どうぞよろしく,만나서 반가워요,vocab,true
N3,どこか,どこか,"어디든, 어디든",vocab,true
N3,どんなに,どんなに,"어떻게, 얼마나",vocab,true
N3,なお,なお,"아직, 아직",vocab,true
N3,なぜなら,なぜなら,왜냐하면,vocab,true
N3,なにも,なにも,아무것도 아님,vocab,true
N3,にっこり,にっこり,"상냥하게 웃다, 웃다, 웃다",vocab,true
N3,のんびり,のんびり,"한가로운, 여유로운",vocab,true
N3,はあ (かん),はあ (かん),(한숨을 쉬다),vocab,true
N3,はさみ,はさみ,가위,vocab,true
N3,ばったり,ばったり,(만나다) 우연히,vocab,true
N3,ぴったり,ぴったり,"정확하게, 깔끔하게, 날카롭게",vocab,true
N3,ふと,ふと,"갑자기, 우연히, 우연히",vocab,true
N3,ぶつかる,ぶつかる,"부딪치다, 충돌하다",vocab,true
N3,ぶつける,ぶつける,"두드리다, 세게 때리다, 때리고 공격하다",vocab,true
N3,ほっと,ほっと,안도감을 느끼다,vocab,true
N3,ほぼ,ほぼ,"거의, 대충",vocab,true
N3,ぼんやり,ぼんやり,"희미한, 희미한, 모호한",vocab,true
N3,まあ,まあ,글쎄 (겸손하거나 주저하는 말을 할 때 사용),vocab,true
N3,まさか,まさか,결코,vocab,true
N3,まさに,まさに,"정확하게, 확실히",vocab,true
N3,ますます,ますます,"점점 (도와 동일), 점점 더",vocab,true
N3,まとまる,まとまる,"정리하다, 정리하다, 정리하다",vocab,true
N3,まとめる,まとめる,"정리하다, 정리하다, 결론을 내리다",vocab,true
N3,まぶしい,まぶしい,"눈부신, 빛나는",vocab,true
N3,まるで,まるで,마치,vocab,true
N3,もしかすると,もしかすると,어쩌면 어쩌면 어쩌면,vocab,true
N3,もしも,もしも,만약에,vocab,true
N3,もったいない,もったいない,"낭비적이다; 그 이상의 가치가 있는, 가치가 없는",vocab,true
N3,やがて,やがて,"머지않아, 곧, 머지않아",vocab,true
N3,やや,やや,"조금, 부분적으로, 다소",vocab,true
N3,より,より,"트위스트, 플라이",vocab,true
N3,よろしく (かん),よろしく (かん),"안부 인사, 저를 기억해 주세요",vocab,true
N3,わがまま,わがまま,"이기심, 이기주의, 고의",vocab,true
N3,わざと,わざと,일부러,vocab,true
N3,アイスクリーム,アイスクリーム,아이스크림,vocab,true
N3,アウト,アウト,밖으로,vocab,true
N3,アップ,アップ,위로,vocab,true
N3,アルバム,アルバム,앨범,vocab,true
N3,アンケート,アンケート,"설문지(FRE: enquete), 설문조사",vocab,true
N3,イメージ,イメージ,자신의 이미지,vocab,true
N3,インク,インク,잉크,vocab,true
N3,インタビュー,インタビュー,회견,vocab,true
N3,ウイスキー,ウイスキー,위스키,vocab,true
N3,エネルギー,エネルギー,에너지 (GER: 에너지),vocab,true
N3,エンジン,エンジン,엔진,vocab,true
N3,オフィス,オフィス,사무실,vocab,true
N3,カー,カー,자동차,vocab,true
N3,カード,カード,"카드, 두부",vocab,true
N3,キャプテン,キャプテン,선장,vocab,true
N3,キャンプ,キャンプ,캠프,vocab,true
N3,クラシック,クラシック,고전),vocab,true
N3,クリスマス,クリスマス,크리스마스,vocab,true
N3,クリーム,クリーム,크림,vocab,true
N3,グラス,グラス,유리; 잔디,vocab,true
N3,グランド,グランド,"글랜드, 그랜드, (전기) 접지",vocab,true
N3,グループ,グループ,그룹,vocab,true
N3,ケース,ケース,사례,vocab,true
N3,ゲーム,ゲーム,게임,vocab,true
N3,コンテスト,コンテスト,경쟁,vocab,true
N3,コーチ,コーチ,코치,vocab,true
N3,コード,コード,암호; 코드; 현,vocab,true
N3,ゴール,ゴール,목표,vocab,true
N3,サイン,サイン,자필; 징후; 사인,vocab,true
N3,サービス,サービス,"서비스, ​​지원 시스템; 무료로 상품이나 서비스를",vocab,true
N3,ショック,ショック,충격,vocab,true
N3,ジェット機,ジェットき,제트기,vocab,true
N3,ジュース,ジュース,"주스, 청량음료; 듀스",vocab,true
N3,ジーンズ,ジーンズ,청바지,vocab,true
N3,スイッチ,スイッチ,스위치,vocab,true
N3,スキー,スキー,스키,vocab,true
N3,スケジュール,スケジュール,일정,vocab,true
N3,スケート,スケート,"스케이트, 스케이트",vocab,true
N3,スタイル,スタイル,스타일,vocab,true
N3,スタンド,スタンド,서다,vocab,true
N3,スター,スター,별,vocab,true
N3,ストレス,ストレス,스트레스,vocab,true
N3,スピーチ,スピーチ,연설,vocab,true
N3,スープ,スープ,(서양) 수프,vocab,true
N3,セット,セット,세트,vocab,true
N3,センター,センター,센터,vocab,true
N3,ソファー,ソファー,"소파, 소파",vocab,true
N3,タイトル,タイトル,제목,vocab,true
N3,タイプライター,タイプライター,타이프라이터,vocab,true
N3,タオル,タオル,(손) 수건,vocab,true
N3,ダイヤ,ダイヤ,(철도) 일정; 다이아몬드,vocab,true
N3,ダウン,ダウン,아래에,vocab,true
N3,ダンス,ダンス,춤,vocab,true
N3,チャイム,チャイム,차임,vocab,true
N3,チャンス,チャンス,"기회, 기회",vocab,true
N3,チーズ,チーズ,치즈,vocab,true
N3,チーム,チーム,팀,vocab,true
N3,テント,テント,텐트,vocab,true
N3,デザイン,デザイン,설계,vocab,true
N3,デザート,デザート,디저트,vocab,true
N3,デモ,デモ,"데모, 시연",vocab,true
N3,データ,データ,데이터,vocab,true
N3,デート,デート,날짜('사회적 참여'의 의미에서만),vocab,true
N3,トップ,トップ,맨 위,vocab,true
N3,トラック,トラック,트럭; (달리는) 트랙,vocab,true
N3,トランプ,トランプ,카드 놀이 (점등: 트럼프),vocab,true
N3,トレーニング,トレーニング,훈련,vocab,true
N3,トン,トン,톤(1000파운드),vocab,true
N3,トンネル,トンネル,터널,vocab,true
N3,ドライブ,ドライブ,"운전하다, 운전하다",vocab,true
N3,ドラマ,ドラマ,드라마,vocab,true
N3,ドレス,ドレス,드레스,vocab,true
N3,ノック,ノック,노크; 펑고(야구),vocab,true
N3,ノー,ノー,아니요,vocab,true
N3,ハイキング,ハイキング,하이킹,vocab,true
N3,ハンサム,ハンサム,멋있는,vocab,true
N3,バイオリン,バイオリン,바이올린,vocab,true
N3,バッグ,バッグ,가방,vocab,true
N3,バランス,バランス,균형,vocab,true
N3,パイプ,パイプ,파이프; 공식 채널 또는 기타 채널,vocab,true
N3,パイロット,パイロット,조종사,vocab,true
N3,パス,パス,"경로, 패스(게임 내)",vocab,true
N3,パスポート,パスポート,여권,vocab,true
N3,パーセント,パーセント,퍼센트,vocab,true
N3,ビデオ,ビデオ,비디오테이프; VCR,vocab,true
N3,ビール,ビール,맥주,vocab,true
N3,ピクニック,ピクニック,피크닉,vocab,true
N3,ピン,ピン,핀,vocab,true
N3,ブレーキ,ブレーキ,브레이크,vocab,true
N3,プラス,プラス,...을 더한,vocab,true
N3,プラスチック,プラスチック,플라스틱,vocab,true
N3,プラン,プラン,계획,vocab,true
N3,プロ,プロ,전문적인,vocab,true
N3,ベルト,ベルト,양복용 벨트,vocab,true
N3,ベンチ,ベンチ,벤치,vocab,true
N3,ペンキ,ペンキ,페인트,vocab,true
N3,ホーム,ホーム,플랫폼; 집,vocab,true
N3,ボーイ,ボーイ,문지기; 소년,vocab,true
N3,ボート,ボート,노 젓는 배,vocab,true
N3,ボール,ボール,공; 그릇,vocab,true
N3,マイク,マイク,마이크,vocab,true
N3,マイナス,マイナス,마이너스,vocab,true
N3,マスコミ,マスコミ,매스커뮤니케이션,vocab,true
N3,マスター,マスター,"술집 주인, 석사(예: 예술, 과학)",vocab,true
N3,マッサージ,マッサージ,마사지,vocab,true
N3,ママ,ママ,엄마,vocab,true
N3,マーケット,マーケット,시장,vocab,true
N3,ミス,ミス,"miss (실수, 오류, 실패), Miss",vocab,true
N3,ミルク,ミルク,우유,vocab,true
N3,メッセージ,メッセージ,메시지,vocab,true
N3,メモ,メモ,"메모, 메모",vocab,true
N3,メンバー,メンバー,회원,vocab,true
N3,ユーモア,ユーモア,기분,vocab,true
N3,ヨット,ヨット,요트,vocab,true
N3,ヨーロッパ,ヨーロッパ,유럽,vocab,true
N3,ライター,ライター,거룻배; 작가,vocab,true
N3,ラケット,ラケット,라켓,vocab,true
N3,ラベル,ラベル,상표,vocab,true
N3,ルール,ルール,규칙,vocab,true
N3,レベル,レベル,수준,vocab,true
N3,ロケット,ロケット,"로켓, 로켓",vocab,true
N3,ワイン,ワイン,와인,vocab,true
N3,一人一人,ひとりひとり,"하나씩, 각자",vocab,true
N3,一体,いったい,하나의 개체; 몸; 도대체 뭐야?; 일반적으로,vocab,true
N3,一家,いっか,"가족, 씨족",vocab,true
N3,一層,いっそう,"훨씬 더, 훨씬 더",vocab,true
N3,一帯,いったい,"지역, 전체 장소",vocab,true
N3,一度に,いちどに,한꺼번에,vocab,true
N3,一方,いっぽう,반면에; 그 동안에,vocab,true
N3,一時,いちじ,"한동안, 일시적으로",vocab,true
N3,一生,いっしょう,(사람의) 일생 동안,vocab,true
N3,一瞬,いっしゅん,"순간, 순간",vocab,true
N3,一種,いっしゅ,"종, 종류, 다양성",vocab,true
N3,一致,いっち,합의; 적합성,vocab,true
N3,一般,いっぱん,"일반, 평균",vocab,true
N3,一言,ひとこと,한 단어,vocab,true
N3,万一,まんいち,"혹시, 혹시라도",vocab,true
N3,上,うわ,"상부, 외부, 표면",vocab,true
N3,上,かみ,첫 번째 볼륨; 우수한 품질; 정부,vocab,true
N3,上,じょう,첫 번째 볼륨; 우수한 품질; 정부,vocab,true
N3,上る,のぼる,"오르다, 오르다, 올라가다",vocab,true
N3,上京,じょうきょう,수도(도쿄)로 이동,vocab,true
N3,上司,じょうし,우월한 사람,vocab,true
N3,上等,じょうとう,"일등석, 아주 좋아",vocab,true
N3,上達,じょうたつ,"개선, 발전",vocab,true
N3,下,げ,"아래, 아래, 아래",vocab,true
N3,下,しも,"아래, 아래, 아래",vocab,true
N3,下す,おろす,"낮추다, 내리게 하다",vocab,true
N3,下り,くだり,하행 열차(도쿄에서 출발),vocab,true
N3,下る,くだる,"내리다, 하강하다",vocab,true
N3,不,ふ,"un(~), non(~), 부정 접두사",vocab,true
N3,不,ぶ,"un(~), non(~), 부정 접두사",vocab,true
N3,不利,ふり,"단점, 결점",vocab,true
N3,不可,ふか,"틀리다, 나쁘다, 불가능하다",vocab,true
N3,不安,ふあん,"불안, 불안",vocab,true
N3,不平,ふへい,"불평, 불만, 불만족",vocab,true
N3,不幸,ふこう,"불행, 슬픔, 불운",vocab,true
N3,不思議,ふしぎ,"미스터리, 호기심",vocab,true
N3,不正,ふせい,"불의, 불공정",vocab,true
N3,不満,ふまん,"불만, 불만, 불만",vocab,true
N3,不自由,ふじゆう,"불편함, 장애, 불편함",vocab,true
N3,不足,ふそく,"부족함, 부족함",vocab,true
N3,不通,ふつう,"봉쇄, 방해, 중단",vocab,true
N3,与える,あたえる,주다,vocab,true
N3,世,よ,"세계, 사회, 세대",vocab,true
N3,世の中,よのなか,"사회, 세상",vocab,true
N3,世紀,せいき,세기,vocab,true
N3,世間,せけん,"세상, 사회",vocab,true
N3,丘,おか,"언덕, 높이",vocab,true
N3,丘陵,きゅうりょう,언덕,vocab,true
N3,両替,りょうがえ,"잔돈, 환전",vocab,true
N3,並,なみ,"중간(예: 음식 제공량, 품질, 가격 등), 보통",vocab,true
N3,中,ちゅう,"내부, 중간, 가운데",vocab,true
N3,中古,ちゅうこ,"중고, 중고",vocab,true
N3,中味,なかみ,"내용,인테리어,필링",vocab,true
N3,中央,ちゅうおう,"중앙, 중앙, 중간",vocab,true
N3,中学,ちゅうがく,"중학교, 중학교",vocab,true
N3,中心,ちゅうしん,"중심, 핵심",vocab,true
N3,中止,ちゅうし,"정지, 정지, 중단",vocab,true
N3,中身,なかみ,내용물); 물질,vocab,true
N3,丸,まる,"원, 전체(월)",vocab,true
N3,主に,おもに,"주로, 주로",vocab,true
N3,主婦,しゅふ,주부,vocab,true
N3,主張,しゅちょう,"주장, 주장, 주장",vocab,true
N3,主義,しゅぎ,"교리, 원인, 원리",vocab,true
N3,主要,しゅよう,"수석, 주요",vocab,true
N3,乗せる,のせる,"(무엇)에 싣다, 싣다",vocab,true
N3,乗客,じょうきゃく,승객,vocab,true
N3,乾かす,かわかす,말리다,vocab,true
N3,乾燥,かんそう,"건조한, 건조한, 탈수된",vocab,true
N3,予報,よほう,"예측, 예측",vocab,true
N3,予想,よそう,"기대하다, 기대하다, 예상하다",vocab,true
N3,予期,よき,"기대, 예상",vocab,true
N3,予測,よそく,"예측, 추정",vocab,true
N3,予算,よさん,"견적, 예산",vocab,true
N3,予防,よぼう,"예방, 보호",vocab,true
N3,争う,あらそう,"논쟁하다, 논쟁하다, 싸우다",vocab,true
N3,事件,じけん,"사건, 사건, 사건",vocab,true
N3,事実,じじつ,"사실, 진실, 현실",vocab,true
N3,事情,じじょう,"상황, 상황, 이유",vocab,true
N3,互い,たがい,"상호, 서로",vocab,true
N3,亡くす,なくす,누군가를 잃다,vocab,true
N3,交ざる,まざる,"섞이다, 섞이다",vocab,true
N3,交じる,まじる,"섞이다, 섞이다",vocab,true
N3,交ぜる,まぜる,"섞이다, 섞이다",vocab,true
N3,交換,こうかん,"교환하다, 교환하다",vocab,true
N3,交際,こうさい,"우정, 교제, 지인",vocab,true
N3,享受,きょうじゅ,"즐거움, 주어지는 것",vocab,true
N3,人工,じんこう,"인공적인, 사람이 만든, 인간의 작품,",vocab,true
N3,人気,にんき,인기,vocab,true
N3,人物,じんぶつ,"성격, 성격, 재능 있는 사람",vocab,true
N3,人生,じんせい,(인간) 생명(예: 임신에서 죽음까지),vocab,true
N3,人種,じんしゅ,인종(사람의),vocab,true
N3,人込み,ひとごみ,사람들의 군중,vocab,true
N3,人間,にんげん,"인간, 사람",vocab,true
N3,人類,じんるい,"인류, 인류",vocab,true
N3,今に,いまに,"머지않아, 곧",vocab,true
N3,今にも,いまにも,"언제든지, 곧",vocab,true
N3,今回,こんかい,"지금, 이번에는 최근에",vocab,true
N3,今後,こんご,"지금부터, 앞으로도",vocab,true
N3,今日,こんにち,"오늘, 오늘",vocab,true
N3,仏,ほとけ,불,vocab,true
N3,仕様,しよう,"방법, 방법, 사양",vocab,true
N3,他,た,기타(특히 장소 및 사물),vocab,true
N3,他,ほか,기타(특히 장소 및 사물),vocab,true
N3,他人,たにん,"관련 없는 사람, 낯선 사람",vocab,true
N3,付き合い,つきあい,사회화; 우정; 협회,vocab,true
N3,付く,つく,"인접하다, 부착하다, 부착하다",vocab,true
N3,付ける,つける,"첨부하다, 합류하다, 추가하다",vocab,true
N3,付合う,つきあう,"어울리다, 어울리다, 어울리다, 어울리다",vocab,true
N3,代える,かえる,"교환하다, 교환하다, 대체하다",vocab,true
N3,代る,かわる,"~을 대신하다, 대신하다, 대신하다",vocab,true
N3,代理,だいり,"대표, 대리인, 대리인",vocab,true
N3,代表,だいひょう,"대표, 대표단",vocab,true
N3,代金,だいきん,"가격, 비용",vocab,true
N3,以前,いぜん,과거에; ~ 전에,vocab,true
N3,以来,いらい,"이후로, 앞으로",vocab,true
N3,仮定,かてい,"가정, 가정, 가설",vocab,true
N3,仲,なか,"관계, 관계",vocab,true
N3,仲間,なかま,"회사, 동료, 동료, 동료",vocab,true
N3,件,けん,"문제, 사건, 물건",vocab,true
N3,任せる,まかせる,"남에게 맡기다, 맡기다",vocab,true
N3,企業,きぎょう,"산업, 사업, 사업",vocab,true
N3,休息,きゅうそく,"휴식, 안도감, 휴식",vocab,true
N3,休憩,きゅうけい,"휴식, 휴식, 휴식",vocab,true
N3,休暇,きゅうか,"휴가, 휴일, 쉬는 날",vocab,true
N3,会合,かいごう,"회의, 집회",vocab,true
N3,会員,かいいん,"회원, 회원",vocab,true
N3,会計,かいけい,"회계, 금융",vocab,true
N3,伝わる,つたわる,"전해지다, 전해지다",vocab,true
N3,伝統,でんとう,"전통, 관습",vocab,true
N3,伝言,でんごん,구두 메시지,vocab,true
N3,伸ばす,のばす,"확장하다, 뻗다, 손을 뻗다",vocab,true
N3,伸びる,のびる,"확장하다, 발전하다, 성장하다",vocab,true
N3,似合う,にあう,"(사람)에 어울리게 하다, 어울리다 (옷), (무엇)이 (누군가)가 되다",vocab,true
N3,位,くらい,"등급, 순위, 정보",vocab,true
N3,位置,いち,"장소, 위치",vocab,true
N3,住,じゅう,"주거, 생활",vocab,true
N3,住宅,じゅうたく,"거주자, 주택",vocab,true
N3,住民,じゅうみん,"주민, 주민",vocab,true
N3,体温,たいおん,온도 (몸),vocab,true
N3,体育,たいいく,"체육, 체조, 육상",vocab,true
N3,体重,たいじゅう,(몸) 체중,vocab,true
N3,何か,なにか,무엇,vocab,true
N3,何で,なんで,"왜, 무엇을 위해",vocab,true
N3,何でも,なんでも,"꼭, 모든 것",vocab,true
N3,何とか,なんとか,"어떻게든, 어쨌든, 어떤 식으로든",vocab,true
N3,余分,よぶん,"여분의, 과잉, 잉여",vocab,true
N3,余裕,よゆう,과잉; 여분,vocab,true
N3,作,さく,"일, 수확",vocab,true
N3,作品,さくひん,"작품, 작품, 제작",vocab,true
N3,作家,さっか,"작가, 작가, 소설가",vocab,true
N3,作曲,さっきょく,작곡(음악),vocab,true
N3,作業,さぎょう,"일, 운영, 제조",vocab,true
N3,作法,さほう,"매너, 에티켓, 예절",vocab,true
N3,作物,さくもつ,"농산물(예: 농업), 작물",vocab,true
N3,使用,しよう,"용도(使уと(츠카우코토)와 동일), 신청, 고용, 활용",vocab,true
N3,例,れい,"예, 예, 사례",vocab,true
N3,例え,たとえ,예; ~ 일지라도,vocab,true
N3,例外,れいがい,예외,vocab,true
N3,供,とも,"동행하는, 수행자, 동반자, 수행원",vocab,true
N3,供給,きょうきゅう,"공급, 제공",vocab,true
N3,依然,いぜん,"아직도, 아직은",vocab,true
N3,依頼,いらい,요구; 의존,vocab,true
N3,価値,かち,"가치, 가치, 장점",vocab,true
N3,価格,かかく,"가격, 가치",vocab,true
N3,便,びん,"방법, 수단; 비행",vocab,true
N3,便り,たより,"뉴스, 서신, 편지",vocab,true
N3,係,かかり,담당자,vocab,true
N3,保存,ほぞん,"보존, 보존",vocab,true
N3,保証,ほしょう,"보증, 확신, 보장",vocab,true
N3,保護,ほご,"배려, 보호, 피난처",vocab,true
N3,保障,ほしょう,"보증, 보안, 보증",vocab,true
N3,信じる,しんじる,믿다,vocab,true
N3,信仰,しんこう,"(종교적인) 신앙, 신앙",vocab,true
N3,信号,しんごう,"신호등, 신호, 세마포어",vocab,true
N3,信用,しんよう,"자신감, 의존성",vocab,true
N3,信頼,しんらい,"의존, 신뢰, 확신",vocab,true
N3,修正,しゅうせい,"수정, 정정",vocab,true
N3,修理,しゅうり,"수리하다, 수선하다",vocab,true
N3,修飾,しゅうしょく,장식; 수정 (그램),vocab,true
N3,俳優,はいゆう,"배우, 배우, 연기자",vocab,true
N3,個々,ここ,"개인, 하나씩",vocab,true
N3,個人,こじん,"개인, 사적인 사람",vocab,true
N3,倒す,たおす,"쓰러뜨리다, 때려눕히다",vocab,true
N3,倒産,とうさん,"(기업)파산, 지급불능",vocab,true
N3,候補,こうほ,입후보,vocab,true
N3,借り,かり,"빌림, 빚, 대출",vocab,true
N3,借金,しゃっきん,"부채, 대출, 부채",vocab,true
N3,値,ね,"가치, 가격, 비용",vocab,true
N3,偉大,いだい,위대,vocab,true
N3,停留所,ていりゅうじょ,버스나 트램 정류장,vocab,true
N3,停電,ていでん,정전,vocab,true
N3,健康,けんこう,건강한),vocab,true
N3,偶,たま,"짝수, 커플, 친구",vocab,true
N3,偶々,たまたま,"뜻하지 않게, 우연히, 우연히",vocab,true
N3,偶然,ぐうぜん,"() 우연히, 뜻밖에도",vocab,true
N3,備える,そなえる,"준비하다, 준비하다, 저장하다",vocab,true
N3,傷,きず,"상처, 부상, 상처",vocab,true
N3,傷める,いためる,"손상시키다, 손상시키다, 손상시키다",vocab,true
N3,傾向,けいこう,"성향, 추세, 성향",vocab,true
N3,僅か,わずか,"단지, 단지, 조금",vocab,true
N3,働き,はたらき,"일, 노동",vocab,true
N3,像,ぞう,"동상, 이미지",vocab,true
N3,僧,そう,"수도사, 성직자",vocab,true
N3,優,ゆう,"우월, 고급",vocab,true
N3,優れる,すぐれる,"능가하다, 능가하다, 능가하다",vocab,true
N3,優勝,ゆうしょう,"종합 우승, 우승",vocab,true
N3,優秀,ゆうしゅう,"우수성, 우수성",vocab,true
N3,元,もと,"원산지, 원본; 이전의",vocab,true
N3,先日,せんじつ,"저번에, 며칠 전",vocab,true
N3,先行,せんこう,"앞서가다, 먼저 가다",vocab,true
N3,光景,こうけい,"장면, 광경",vocab,true
N3,克服,こくふく,"정복하다, 극복하다",vocab,true
N3,免許,めんきょ,"면허증, 허가증, 증명서",vocab,true
N3,兎,うさぎ,"토끼, 토끼",vocab,true
N3,児童,じどう,"어린이, 청소년",vocab,true
N3,党,とう,정당 (정치적),vocab,true
N3,入場,にゅうじょう,"입구, 입학, 들어가다",vocab,true
N3,全,ぜん,"전부, 전체, 전체",vocab,true
N3,全く,まったく,"정말, 완전히",vocab,true
N3,全て,すべて,"전부, 전체, 전적으로",vocab,true
N3,全体,ぜんたい,"전체, 전체, 무엇이든 (문제가 됩니다)",vocab,true
N3,全員,ぜんいん,전원,vocab,true
N3,全国,ぜんこく,"전국, 전국, 전국",vocab,true
N3,全身,ぜんしん,"전신, 전신(인물)",vocab,true
N3,公平,こうへい,"공평, 공평, 정의",vocab,true
N3,公正,こうせい,"정의, 공평, 공정성",vocab,true
N3,公演,こうえん,공개 공연,vocab,true
N3,共に,ともに,"~와 공유하다, 참여하다",vocab,true
N3,共同,きょうどう,"협력, 연합, 협동",vocab,true
N3,共通,きょうつう,"공통성, 상호성",vocab,true
N3,具える,そなえる,갖추어져 있다,vocab,true
N3,具体,ぐたい,"콘크리트, 유형, 재료",vocab,true
N3,典型,てんけい,"유형, 패턴, 원형",vocab,true
N3,内容,ないよう,"주제, 내용, 세부정보",vocab,true
N3,円,えん,"원, 엔",vocab,true
N3,円,まる,원,vocab,true
N3,再び,ふたたび,"다시 한 번, 두 번째로",vocab,true
N3,冒険,ぼうけん,"위험, 모험, 모험",vocab,true
N3,冗談,じょうだん,농담,vocab,true
N3,写る,うつる,"사진을 찍다, 투영하다",vocab,true
N3,冷ます,さます,"식히다, 식히다",vocab,true
N3,冷める,さめる,"시원해지다, 닳아 없어지다",vocab,true
N3,冷やす,ひやす,"식히다, 냉장보관하다",vocab,true
N3,冷静,れいせい,"차분함, 시원함",vocab,true
N3,凍る,こおる,"얼어붙다, 얼어붙다, 굳어지다",vocab,true
N3,処理,しょり,"처리, 처리, 처분",vocab,true
N3,出,で,"유출, 나오다, 졸업하다",vocab,true
N3,出会い,であい,"만남, 랑데부, 만남",vocab,true
N3,出会う,であう,"우연히 만나다, 우연히 만나다, 우연히 만나다",vocab,true
N3,出合い,であい,만남,vocab,true
N3,出場,しゅつじょう,참여,vocab,true
N3,出来事,できごと,"사건이 일어나다, 사건이 일어나다",vocab,true
N3,出版,しゅっぱん,출판,vocab,true
N3,出身,しゅっしん,출신,vocab,true
N3,刀,かたな,"검, 세이버",vocab,true
N3,分,ぶ,"나누다, 부분하다",vocab,true
N3,分,ぶん,"나누다, 부분, 분절",vocab,true
N3,分かれる,わかれる,"분기하다, 분기하다",vocab,true
N3,分ける,わける,"나누다, 분리하다",vocab,true
N3,分析,ぶんせき,분석,vocab,true
N3,分野,ぶんや,"들판, 구",vocab,true
N3,切り,きり,"한계, 떠나야 할 장소",vocab,true
N3,切れ,きれ,"천, 조각, 컷",vocab,true
N3,切れる,きれる,"잘 자르다, 날카롭게하다; (해제하다) 끊다",vocab,true
N3,刈る,かる,"(머리카락을) 자르다, 깎다 (풀), 수확하다",vocab,true
N3,刊行,かんこう,"출판, 발행",vocab,true
N3,刑,けい,"형벌, 형벌, 형벌",vocab,true
N3,刑事,けいじ,"형사 사건, (경찰) 형사",vocab,true
N3,列,れつ,"대기열, 줄, 행",vocab,true
N3,列車,れっしゃ,기차 (보통),vocab,true
N3,判,はん,(종이나 책의) 크기,vocab,true
N3,判断,はんだん,"판단, 결정",vocab,true
N3,別に,べつに,"(아님) 특별히, 아무것도",vocab,true
N3,別れ,わかれ,"이별, 이별, 이별",vocab,true
N3,利口,りこう,"영리하다, 영리하다, 밝다",vocab,true
N3,利益,りえき,"이익, 이득",vocab,true
N3,到着,とうちゃく,도착,vocab,true
N3,制度,せいど,"시스템, 기관",vocab,true
N3,制限,せいげん,"제한, 제지, 제한",vocab,true
N3,刷る,する,인쇄하다,vocab,true
N3,券,けん,"티켓, 증명서",vocab,true
N3,刺さる,ささる,"달라붙다, 달라붙다",vocab,true
N3,刺す,さす,"찌르다, 물다(예: 벌레), 찌르다, 찌르다",vocab,true
N3,刺激,しげき,"자극, 원동력, 유인",vocab,true
N3,前もって,まえもって,"미리, 미리, 이전에",vocab,true
N3,前者,ぜんしゃ,전자,vocab,true
N3,前進,ぜんしん,"전진하다, 추진하다, 진보하다",vocab,true
N3,剥く,むく,"껍질을 벗기다, 피부에 바르다",vocab,true
N3,割る,わる,"나누다, 깨뜨리다",vocab,true
N3,創造,そうぞう,창조,vocab,true
N3,劇,げき,"드라마, 연극",vocab,true
N3,劇場,げきじょう,"극장, 극장",vocab,true
N3,加える,くわえる,"추가하다, 요약하다, 추가하다(추가하다)",vocab,true
N3,加わる,くわわる,"가입하다, 가입하다",vocab,true
N3,加味,かみ,"조미료, 향료",vocab,true
N3,加減,かげん,조정; 덧셈과 뺄셈,vocab,true
N3,劣る,おとる,"뒤쳐지다, 뒤쳐지다",vocab,true
N3,助かる,たすかる,구원받기 위해; (뭔가) 도움이 (v.i.),vocab,true
N3,助ける,たすける,"도와주다(v.t.), 구원하다, 구출하다",vocab,true
N3,助手,じょしゅ,"도우미, 보조자",vocab,true
N3,助詞,じょし,"(그램) 입자, 조사",vocab,true
N3,努力,どりょく,"엄청난 노력, 수고, 노력",vocab,true
N3,労働,ろうどう,"노동, 일",vocab,true
N3,効く,きく,효과적이다,vocab,true
N3,効果,こうか,"효과, 결과",vocab,true
N3,勇気,ゆうき,"용기, 용기, 대담함",vocab,true
N3,動かす,うごかす,"움직이다, 이동하다",vocab,true
N3,動揺,どうよう,"혼란, 플러터 쇼크",vocab,true
N3,動詞,どうし,동사,vocab,true
N3,勘,かん,"지각, 직관, 육감",vocab,true
N3,勘定,かんじょう,"계산, 계산, 고려",vocab,true
N3,務め,つとめ,의무,vocab,true
N3,勝ち,かち,"승리, 승리",vocab,true
N3,勢い,いきおい,"힘, 활력, 추진력",vocab,true
N3,勤め,つとめ,"일, 취업",vocab,true
N3,勧める,すすめる,"(누군가에게) (어떤 일을) 하라고 촉구하다, 추천하다",vocab,true
N3,包み,つつみ,"묶음, 꾸러미",vocab,true
N3,包装,ほうそう,"포장, 포장",vocab,true
N3,化学,かがく,화학,vocab,true
N3,化粧,けしょう,메이크업(화장품),vocab,true
N3,区別,くべつ,"구별, 차별화, 분류",vocab,true
N3,医師,いし,"의사, 의사",vocab,true
N3,医療,いりょう,"의료, 진료",vocab,true
N3,医院,いいん,"진료실(외과), 진료소",vocab,true
N3,半ば,なかば,"중간, 중간",vocab,true
N3,協力,きょうりょく,"협력, 협력",vocab,true
N3,協調,きょうちょう,"협력, 화해, 화합",vocab,true
N3,協議,きょうぎ,"회의, 토론, 협상",vocab,true
N3,単なる,たんなる,"단순한, 단순한, 순수한",vocab,true
N3,単に,たんに,"단순히, 단지",vocab,true
